Eva Green,1987595217233083,658.67,Debit,Reimbursement for Travel Expenses,
Jane Smith,8163809153696860,687.98,Transfer,Online Purchase,5784691864124395
Eva Green,8367215051997519,647.62,Debit,Monthly Subscription Fee,
Henry Gold,2495895487257575,69.71,Debit,Payment for Services Rendered,
David Black,2721525351636096,566.62,Transfer,Reimbursement for Travel Expenses,4533728137575028
Frank Blue,9360881820378920,722.84,Credit,Office Supplies Purchase,
Eva Green,1828843428192032,896.93,Credit,Credit Card Payment,
Frank Blue,1953801143366746,310.46,Debit,Reimbursement for Travel Expenses,
Carol White,4540367019983589,128.04,Credit,Monthly Subscription Fee,
Eva Green,1953801143366746,385.46,Transfer,Credit Card Payment,8490351089370486
John Doe,7157614714877367,861.62,Credit,Client Payment Received,
John Doe,7052095422449235,802.05,Transfer,Reimbursement for Travel Expenses,3339557471276742
Alice Johnson,2385524578449901,662.58,Credit,Refund for Returned Items,
David Black,3464381678439221,790.24,Debit,Credit Card Payment,
Carol White,2479808593199931,455.6,Debit,Credit Card Payment,
Carol White,1584335776330754,460.87,Transfer,Bonus Payment,3178190864596665
Henry Gold,4734960742576057,2.64,Transfer,Payment for Services Rendered,6495934941665860
Carol White,4819034065848479,363.29,Debit,Credit Card Payment,
Henry Gold,7301032612913722,768.72,Transfer,Client Payment Received,9404186668819732
Jane Smith,2099469514050535,223.77,Debit,Reimbursement for Travel Expenses,
Frank Blue,9911358968958847,536.09,Debit,Online Purchase,
Jane Smith,4693483824709740,870.06,Transfer,Transfer to Savings Account,9027161262985284
Alice Johnson,5034769263096358,296.63,Credit,Refund for Returned Items,
Eva Green,1739489888204173,23.63,Transfer,Credit Card Payment,8508800034049869
Frank Blue,3890082484572799,339.28,Credit,Transfer to Savings Account,
Jane Smith,8169279676683411,154.83,Debit,Transfer to Savings Account,
Frank Blue,5013874001713472,154.66,Debit,Online Purchase,
Bob Brown,4553368672569553,919.43,Credit,Monthly Subscription Fee,
Jane Smith,1720761265374654,431.52,Transfer,Transfer to Savings Account,7457914074343157
John Doe,2994505662288982,955.87,Debit,Bonus Payment,
Frank Blue,1184641070071557,381.52,Debit,Online Purchase,
David Black,2542059987470544,980.51,Transfer,Client Payment Received,6117486863914858
Frank Blue,4006273107583003,783.47,Debit,Credit Card Payment,
Frank Blue,9140552727044073,141.79,Transfer,Office Supplies Purchase,9664700986802900
Carol White,5595720977744973,234.76,Debit,Online Purchase,
Grace Pink,9630604417905325,352.65,Debit,Client Payment Received,
Alice Johnson,6508286587344642,24.63,Debit,Credit Card Payment,
Carol White,7623541189649623,864.23,Transfer,Office Supplies Purchase,5095178764168249
Eva Green,4864808196949363,891.45,Credit,Client Payment Received,
Carol White,3062416748107041,713.39,Debit,Reimbursement for Travel Expenses,
Eva Green,3492477431120106,988.93,Transfer,Reimbursement for Travel Expenses,2757405724167639
Frank Blue,3448706505416457,323.83,Transfer,Online Purchase,8867377729272459
Carol White,2537584205946026,148.38,Credit,Credit Card Payment,
David Black,2645364289456636,97.63,Debit,Online Purchase,
Bob Brown,4485239993043209,988.32,Transfer,Reimbursement for Travel Expenses,1735700938596127
Bob Brown,9588847683992170,358.01,Transfer,Payment for Services Rendered,6530853514633068
Eva Green,9037438980345217,530.95,Credit,Credit Card Payment,
Carol White,3448706505416457,320.51,Debit,Reimbursement for Travel Expenses,
Bob Brown,5985137008265484,389.9,Transfer,Client Payment Received,5595720977744973
John Doe,6551870230337816,392.63,Transfer,Transfer to Savings Account,5692169836124893
Bob Brown,4173463718961387,555.88,Credit,Monthly Subscription Fee,
Bob Brown,5304119614327802,203.5,Credit,Office Supplies Purchase,
Eva Green,7364813801492030,680.86,Transfer,Bonus Payment,8050853276860498
Frank Blue,1628728579046428,291.14,Debit,Online Purchase,
Bob Brown,5611164978592733,418.2,Transfer,Refund for Returned Items,1927044868165442
John Doe,8338693680417829,606.85,Transfer,Bonus Payment,8083020634078272
Bob Brown,7116762270610519,557.05,Transfer,Credit Card Payment,3374979011076435
Frank Blue,7044172352009005,150.13,Debit,Monthly Subscription Fee,
Carol White,7483769608260683,722.99,Transfer,Transfer to Savings Account,9825880721122250
Jane Smith,2449056820122592,341.8,Credit,Payment for Services Rendered,
Carol White,9210911938987338,939.06,Credit,Refund for Returned Items,
Bob Brown,2868276572311077,562.48,Credit,Payment for Services Rendered,
Bob Brown,7997675759969057,811.98,Transfer,Bonus Payment,8285735835089063
David Black,3830924822632282,963.78,Transfer,Refund for Returned Items,3194625400627635
Carol White,9090728468771889,390.27,Credit,Client Payment Received,
Henry Gold,3062416748107041,404.31,Debit,Refund for Returned Items,
Jane Smith,7156947273310965,17.31,Transfer,Bonus Payment,8701274729514896
Jane Smith,2671040169806302,267.14,Transfer,Credit Card Payment,6838835561429488
David Black,5593411493831353,903.69,Credit,Transfer to Savings Account,
John Doe,5656075376505044,245.21,Debit,Online Purchase,
Bob Brown,3629926025372931,204.47,Transfer,Reimbursement for Travel Expenses,2397323940882757
Frank Blue,8386636731146466,229.41,Debit,Office Supplies Purchase,
Henry Gold,9857408643911043,357.97,Credit,Office Supplies Purchase,
Jane Smith,2751069530318474,953.65,Debit,Office Supplies Purchase,
Carol White,3632074496821361,811.4,Credit,Refund for Returned Items,
David Black,7633633419959918,473.6,Transfer,Reimbursement for Travel Expenses,3845661750613195
Carol White,8863259711185134,98.53,Transfer,Bonus Payment,6551870230337816
Bob Brown,4495456629670648,712.06,Transfer,Office Supplies Purchase,8391565267835627
John Doe,4005204728308827,590.34,Transfer,Monthly Subscription Fee,7301032612913722
Carol White,1517827954090493,902.65,Debit,Client Payment Received,
David Black,8976809391811958,618.11,Debit,Transfer to Savings Account,
Jane Smith,4104231315892479,331.83,Transfer,Bonus Payment,3236074576726924
Frank Blue,4476601685391829,232.74,Debit,Reimbursement for Travel Expenses,
Alice Johnson,8062364597572118,321.3,Transfer,Online Purchase,2683985941416707
Frank Blue,8735242858004368,833.83,Credit,Office Supplies Purchase,
Carol White,6450977294991595,812.89,Credit,Transfer to Savings Account,
Eva Green,5202143783546966,538.42,Transfer,Refund for Returned Items,9928953076809812
Alice Johnson,4927530612143753,915.46,Transfer,Monthly Subscription Fee,4959037794583375
John Doe,7998563809303159,897.81,Credit,Payment for Services Rendered,
Carol White,9988751180861391,487.16,Debit,Credit Card Payment,
John Doe,1882146008585483,403.66,Debit,Refund for Returned Items,
Grace Pink,9147044437858032,517.96,Transfer,Monthly Subscription Fee,6497381002187220
Grace Pink,9299989562511575,275.93,Debit,Reimbursement for Travel Expenses,
Henry Gold,7648045830653122,293.59,Credit,Payment for Services Rendered,
Frank Blue,9779526528054947,547.85,Credit,Credit Card Payment,
Eva Green,4193215718682456,923.38,Credit,Client Payment Received,
Eva Green,2881350835243939,418.97,Transfer,Monthly Subscription Fee,4486463483363013
Eva Green,4177194856036287,520.39,Debit,Monthly Subscription Fee,
Henry Gold,1415611809755396,968.5,Transfer,Payment for Services Rendered,5221016274233263
John Doe,6205988062031510,114.2,Credit,Bonus Payment,
Henry Gold,2143042706461784,954.8,Credit,Reimbursement for Travel Expenses,
Jane Smith,8135515339468142,832.13,Credit,Client Payment Received,
David Black,9819297821831556,493.91,Debit,Payment for Services Rendered,
Grace Pink,8831226706537845,450.14,Debit,Office Supplies Purchase,
Bob Brown,8642937709452861,260.46,Transfer,Bonus Payment,2218658351549826
Alice Johnson,1901325817749885,894.7,Credit,Office Supplies Purchase,
Henry Gold,9110052839355518,444.39,Credit,Transfer to Savings Account,
Bob Brown,2540689113788468,868.93,Credit,Bonus Payment,
Frank Blue,4237352335825915,676.94,Credit,Transfer to Savings Account,
Frank Blue,6663468111305406,131.2,Credit,Monthly Subscription Fee,
Eva Green,3221787157948585,417.5,Transfer,Refund for Returned Items,5202143783546966
Henry Gold,3883467346609634,981.4,Transfer,Online Purchase,6999329470521072
David Black,9863409304597557,135.65,Debit,Client Payment Received,
Alice Johnson,7801480043055686,836.66,Transfer,Refund for Returned Items,9852972332072568
Eva Green,6720106614604698,278.94,Transfer,Office Supplies Purchase,4543218529189628
Grace Pink,7885977707979093,609.83,Debit,Payment for Services Rendered,
Grace Pink,3991932413141041,305.13,Transfer,Bonus Payment,3464565370714289
Grace Pink,5046039302626069,904.2,Transfer,Credit Card Payment,3112624864573924
Alice Johnson,5232437000823201,88.18,Transfer,Payment for Services Rendered,4973868399438714
David Black,1735700938596127,249.19,Transfer,Refund for Returned Items,5758132233400743
Jane Smith,8890684150459893,394.15,Credit,Client Payment Received,
Henry Gold,6002956431658905,812.68,Credit,Reimbursement for Travel Expenses,
Jane Smith,8914142813546835,692.67,Credit,Payment for Services Rendered,
Henry Gold,4195659536214682,127.9,Debit,Bonus Payment,
Henry Gold,9614643077843408,90.18,Transfer,Payment for Services Rendered,4990117908515511
John Doe,8150653584747592,466.23,Credit,Transfer to Savings Account,
Frank Blue,1169539199661116,618.21,Credit,Reimbursement for Travel Expenses,
Henry Gold,2036451963942865,48.16,Transfer,Bonus Payment,2612380267272852
Grace Pink,6959527741720597,877.66,Transfer,Transfer to Savings Account,8019046410238155
David Black,2260283187808711,134.52,Credit,Transfer to Savings Account,
Eva Green,9718254662178315,459.36,Transfer,Bonus Payment,3684224385413413
David Black,3557898764089263,51.59,Transfer,Online Purchase,1985957113738308
Alice Johnson,1666346052299542,427.29,Credit,Reimbursement for Travel Expenses,
Bob Brown,8806667811586514,918.0,Debit,Reimbursement for Travel Expenses,
Eva Green,6343264389228831,8.67,Transfer,Office Supplies Purchase,9511256409606292
Frank Blue,1958179493698334,508.64,Credit,Credit Card Payment,
David Black,3492477431120106,830.39,Debit,Bonus Payment,
John Doe,6206228337245907,239.34,Transfer,Refund for Returned Items,8966015413906682
Jane Smith,4740883661248706,298.1,Credit,Bonus Payment,
Grace Pink,9140552727044073,674.35,Credit,Payment for Services Rendered,
Alice Johnson,8788107001571628,96.27,Transfer,Bonus Payment,1034571516663766
Alice Johnson,6459036153329664,784.92,Credit,Transfer to Savings Account,
David Black,8169279676683411,809.69,Transfer,Office Supplies Purchase,7248199356486720
Grace Pink,4680196002169449,447.11,Credit,Refund for Returned Items,
David Black,1910748236153924,559.46,Credit,Payment for Services Rendered,
Jane Smith,3720861254267956,511.73,Transfer,Credit Card Payment,1953801143366746
Jane Smith,6720106614604698,513.51,Credit,Reimbursement for Travel Expenses,
Bob Brown,7648045830653122,31.16,Debit,Client Payment Received,
Henry Gold,4786453358744779,92.29,Transfer,Reimbursement for Travel Expenses,2720591572082619
David Black,7522789644919184,716.02,Credit,Client Payment Received,
Alice Johnson,1328573641441057,421.88,Debit,Refund for Returned Items,
Grace Pink,2353310188627344,32.37,Credit,Bonus Payment,
Carol White,6879813499377581,510.76,Debit,Transfer to Savings Account,
David Black,8998315538239718,71.03,Debit,Refund for Returned Items,
Grace Pink,8788107001571628,896.02,Credit,Refund for Returned Items,
Frank Blue,1958179493698334,425.91,Credit,Monthly Subscription Fee,
Jane Smith,3811842228174042,658.24,Debit,Transfer to Savings Account,
David Black,2161831841170476,30.02,Debit,Office Supplies Purchase,
Frank Blue,5929714130734068,916.82,Debit,Client Payment Received,
Eva Green,5044724683368385,422.47,Debit,Bonus Payment,
Bob Brown,9139555676671135,778.03,Debit,Monthly Subscription Fee,
Henry Gold,8305999049418203,699.37,Debit,Bonus Payment,
Eva Green,3883467346609634,820.47,Transfer,Payment for Services Rendered,5889002650288139
Eva Green,4066300079373718,143.75,Credit,Reimbursement for Travel Expenses,
Grace Pink,5319229943754481,565.56,Debit,Transfer to Savings Account,
Frank Blue,3193351596028698,102.5,Transfer,Payment for Services Rendered,8554170609092749
David Black,7515540145515016,433.88,Debit,Online Purchase,
Grace Pink,2639982337823469,71.64,Debit,Payment for Services Rendered,
Bob Brown,4804631203733528,873.57,Debit,Refund for Returned Items,
Eva Green,4884596074086764,738.18,Credit,Office Supplies Purchase,
Bob Brown,2868276572311077,525.91,Transfer,Transfer to Savings Account,3039056770693624
Frank Blue,7478654712228507,91.34,Credit,Monthly Subscription Fee,
John Doe,2039516234977775,989.79,Credit,Online Purchase,
Alice Johnson,6871225395246177,828.92,Debit,Client Payment Received,
Frank Blue,5202143783546966,81.23,Transfer,Monthly Subscription Fee,9741025265993632
Jane Smith,2903330446693290,795.56,Credit,Reimbursement for Travel Expenses,
Bob Brown,9207685036939557,430.16,Credit,Payment for Services Rendered,
Eva Green,3035662827572649,716.24,Credit,Refund for Returned Items,
Carol White,7882134564904288,684.96,Debit,Transfer to Savings Account,
John Doe,2805277369027782,326.9,Debit,Monthly Subscription Fee,
Alice Johnson,4011407288988045,796.64,Credit,Refund for Returned Items,
Henry Gold,1203853283617667,197.01,Debit,Client Payment Received,
Eva Green,7005348547325842,261.05,Debit,Transfer to Savings Account,
Bob Brown,3039056770693624,692.32,Transfer,Online Purchase,3552381449417230
Alice Johnson,5304119614327802,43.96,Debit,Credit Card Payment,
Eva Green,2353310188627344,554.65,Transfer,Credit Card Payment,6853358383122860
Jane Smith,3684224385413413,584.36,Debit,Office Supplies Purchase,
Eva Green,9852376767356584,444.71,Debit,Office Supplies Purchase,
Grace Pink,1865408703495789,570.66,Debit,Monthly Subscription Fee,
Bob Brown,3896799224193650,730.34,Credit,Transfer to Savings Account,
John Doe,4221245133555561,866.13,Credit,Client Payment Received,
Carol White,1314306362506276,483.04,Credit,Monthly Subscription Fee,
Henry Gold,1776312743668524,229.01,Debit,Client Payment Received,
Eva Green,7007076383692586,618.59,Transfer,Monthly Subscription Fee,2569943547304489
David Black,2994505662288982,364.11,Credit,Reimbursement for Travel Expenses,
Grace Pink,2805277369027782,994.24,Transfer,Bonus Payment,8996181280620557
Frank Blue,9586389265514085,814.46,Transfer,Reimbursement for Travel Expenses,6999329470521072
Frank Blue,6058892346064076,601.76,Transfer,Payment for Services Rendered,4786453358744779
Eva Green,4687315936332935,581.77,Transfer,Online Purchase,6242103649335606
Alice Johnson,9211626411021292,909.95,Debit,Office Supplies Purchase,
John Doe,9779526528054947,536.2,Debit,Reimbursement for Travel Expenses,
Frank Blue,7882134564904288,122.68,Debit,Transfer to Savings Account,
Jane Smith,4179780511838513,138.71,Credit,Transfer to Savings Account,
Alice Johnson,7185514591116500,563.61,Credit,Payment for Services Rendered,
Grace Pink,6058892346064076,122.77,Debit,Office Supplies Purchase,
John Doe,9148243908633762,574.03,Debit,Payment for Services Rendered,
Frank Blue,5885673396719037,263.04,Credit,Client Payment Received,
Bob Brown,9288564890132416,505.28,Transfer,Credit Card Payment,8849592800730146
Bob Brown,7518740020208411,635.23,Debit,Bonus Payment,
Frank Blue,5349185306463465,13.43,Debit,Reimbursement for Travel Expenses,
Henry Gold,1529705636512653,642.51,Transfer,Payment for Services Rendered,8911918208467964
Bob Brown,9988751180861391,357.91,Transfer,Credit Card Payment,4414296872689307
Carol White,4853889206866639,770.5,Credit,Client Payment Received,
David Black,2546418568153334,704.94,Transfer,Monthly Subscription Fee,5535792788009146
Alice Johnson,3716740338090900,200.07,Transfer,Client Payment Received,5577890466252719
Alice Johnson,6459036153329664,101.63,Transfer,Credit Card Payment,8567611645666689
David Black,1529705636512653,588.13,Transfer,Online Purchase,9658045397207776
Grace Pink,8849592800730146,257.56,Transfer,Transfer to Savings Account,5161964965361163
Carol White,2994505662288982,994.63,Transfer,Credit Card Payment,7462730386704663
Carol White,1987595217233083,78.77,Debit,Office Supplies Purchase,
Henry Gold,3970456176466384,116.31,Transfer,Office Supplies Purchase,1987595217233083
Alice Johnson,2881350835243939,495.47,Credit,Credit Card Payment,
Carol White,3440859463499752,995.05,Credit,Credit Card Payment,
Eva Green,2420136378878178,98.57,Transfer,Monthly Subscription Fee,9586389265514084
David Black,9037442189624710,438.89,Credit,Refund for Returned Items,
Bob Brown,5759512654208502,276.12,Debit,Monthly Subscription Fee,
John Doe,5611164978592733,766.11,Debit,Transfer to Savings Account,
John Doe,7128099801783200,936.63,Credit,Payment for Services Rendered,
John Doe,3007665040071067,239.86,Transfer,Refund for Returned Items,4638875968458536
Frank Blue,3720861254267956,914.61,Credit,Transfer to Savings Account,
David Black,7378658938977030,464.94,Credit,Online Purchase,
Carol White,6751831522697397,637.97,Credit,Refund for Returned Items,
Jane Smith,7396050958965709,118.1,Transfer,Reimbursement for Travel Expenses,9484163673649712
David Black,4225426201759959,949.38,Transfer,Reimbursement for Travel Expenses,1707869587304859
Alice Johnson,2801368422138480,290.05,Credit,Refund for Returned Items,
Frank Blue,3882111902502150,499.03,Transfer,Payment for Services Rendered,3397613587049172
Eva Green,8857696503308058,944.47,Transfer,Online Purchase,7774556720074788
Eva Green,6713844979695208,984.66,Credit,Transfer to Savings Account,
Carol White,5994769627022369,917.01,Transfer,Credit Card Payment,3357142484716993
Carol White,5390268077307012,281.47,Credit,Refund for Returned Items,
Eva Green,3071665484705679,73.93,Debit,Office Supplies Purchase,
Carol White,4486463483363013,257.81,Credit,Transfer to Savings Account,
Bob Brown,9291928659433862,281.23,Debit,Credit Card Payment,
Jane Smith,4553095439568831,50.94,Credit,Monthly Subscription Fee,
John Doe,3080190258130988,133.17,Credit,Online Purchase,
Henry Gold,3115933604889328,108.64,Debit,Payment for Services Rendered,
Alice Johnson,6916732934408826,975.26,Debit,Credit Card Payment,
John Doe,3238002168292599,356.33,Debit,Reimbursement for Travel Expenses,
Henry Gold,9072986005185743,958.4,Debit,Credit Card Payment,
Carol White,4723454716093359,438.73,Debit,Refund for Returned Items,
Grace Pink,9187121038152159,983.04,Transfer,Client Payment Received,6780671709995263
Henry Gold,6920500813734115,884.98,Credit,Bonus Payment,
Jane Smith,9553016027620387,455.47,Transfer,Transfer to Savings Account,5577890466252719
John Doe,9951162821275976,194.66,Debit,Transfer to Savings Account,
Jane Smith,4906870374355130,974.99,Debit,Transfer to Savings Account,
Alice Johnson,9587581627475135,602.97,Debit,Office Supplies Purchase,
Henry Gold,5964342068649073,349.7,Transfer,Bonus Payment,5954956042176340
Eva Green,5419058041938648,398.85,Credit,Transfer to Savings Account,
David Black,4033129614460842,950.15,Credit,Payment for Services Rendered,
Carol White,9278961213297545,216.19,Credit,Transfer to Savings Account,
David Black,9578854568351758,974.73,Transfer,Reimbursement for Travel Expenses,5129407636099695
Alice Johnson,6666155490535302,998.43,Transfer,Monthly Subscription Fee,7257806239676444
Frank Blue,8411005283306084,44.33,Credit,Client Payment Received,
Eva Green,1230916163499843,112.57,Transfer,Reimbursement for Travel Expenses,4709780637229652
Alice Johnson,2881350835243939,508.12,Credit,Transfer to Savings Account,
Carol White,1685308142491838,99.71,Debit,Transfer to Savings Account,
John Doe,4635647885236496,202.52,Transfer,Refund for Returned Items,8831226706537845
Eva Green,2313920637635860,535.38,Debit,Reimbursement for Travel Expenses,
Grace Pink,4505234468893832,23.21,Credit,Bonus Payment,
Alice Johnson,3487651847814792,611.05,Credit,Monthly Subscription Fee,
Eva Green,4976272127416080,17.4,Credit,Transfer to Savings Account,
Jane Smith,6154194187681166,570.75,Transfer,Client Payment Received,3821556055348511
David Black,6990087515068554,957.53,Credit,Client Payment Received,
Grace Pink,9687465974590375,573.47,Transfer,Bonus Payment,9360881820378920
Henry Gold,1987595217233083,75.5,Credit,Office Supplies Purchase,
Eva Green,1575004836542846,34.74,Credit,Payment for Services Rendered,
Carol White,8313833735939167,962.19,Debit,Monthly Subscription Fee,
David Black,5506303677185487,334.39,Debit,Client Payment Received,
Bob Brown,2805277369027782,979.04,Transfer,Monthly Subscription Fee,4105338179208534
John Doe,3954882038304867,555.49,Transfer,Credit Card Payment,3269876819559013
David Black,9587581627475135,820.32,Credit,Online Purchase,
Alice Johnson,2360740739892397,76.02,Credit,Bonus Payment,
Eva Green,6838835561429488,320.44,Credit,Bonus Payment,
Bob Brown,3062416748107041,12.03,Debit,Payment for Services Rendered,
Carol White,2964036147825170,75.43,Transfer,Bonus Payment,7696188586946467
Carol White,9246772275672085,255.1,Transfer,Online Purchase,7740049511595961
Eva Green,8290234363083586,345.74,Debit,Reimbursement for Travel Expenses,
Frank Blue,4613774958315170,24.29,Credit,Payment for Services Rendered,
Eva Green,7623541189649623,894.69,Credit,Online Purchase,
Bob Brown,1720761265374654,563.63,Debit,Payment for Services Rendered,
Frank Blue,5332755106616393,696.13,Debit,Reimbursement for Travel Expenses,
Henry Gold,4546934847743088,194.86,Debit,Monthly Subscription Fee,
Carol White,4173463718961387,211.55,Credit,Transfer to Savings Account,
Henry Gold,4546934847743088,747.64,Debit,Refund for Returned Items,
Grace Pink,2319036250077991,255.13,Credit,Refund for Returned Items,
John Doe,5334990160210959,437.02,Debit,Monthly Subscription Fee,
David Black,2099469514050535,461.15,Credit,Client Payment Received,
Jane Smith,5664188994358173,867.47,Transfer,Office Supplies Purchase,3075078001931248
John Doe,2631666150732817,484.63,Transfer,Client Payment Received,1099027759794252
Henry Gold,1575004836542846,624.39,Debit,Client Payment Received,
Carol White,3138467800847947,692.56,Credit,Bonus Payment,
David Black,8476532382379964,650.62,Debit,Credit Card Payment,
Frank Blue,9021088564918871,206.88,Debit,Bonus Payment,
Jane Smith,6916732934408826,370.74,Credit,Credit Card Payment,
Eva Green,9177355065744418,125.93,Debit,Online Purchase,
Grace Pink,1169539199661116,121.19,Debit,Payment for Services Rendered,
Eva Green,8083658349450911,446.05,Debit,Refund for Returned Items,
Eva Green,3671376156343999,719.54,Debit,Refund for Returned Items,
Jane Smith,4595575511110082,630.03,Debit,Reimbursement for Travel Expenses,
Eva Green,1985957113738308,138.54,Transfer,Transfer to Savings Account,1184653907661083
Alice Johnson,1953801143366746,222.04,Debit,Client Payment Received,
Grace Pink,7478595724418007,60.88,Transfer,Online Purchase,5785139390153407
